Name,Post Created Date,Post Created Time,Post URLs,Posts
Tibber,2023-04-27,Photo,https://instagram.com/p/Crijs_QK2Ph,['We are teaming up with @polestarcars to make it even smarter to own an electric car!\n\nNow Tibber customers owning a Polestar and a wallbox that can be integrated to the Tibber app are able to easily smart charge their car.\n\nSmart charging is one of Tibber’s most appreciated features by which we charge users’ EVs when the electricity price is at its lowest – fully automatic.\n\n #tibber #jointheelectricrevolution #EV #electriccar #chargingcar #polestarcars']
